subsektor;komoditas;provinsi;tahun;kluster;silhouette_score_komoditas;c1_produksi_aktual_terakhir;c2_luas_panen;c3_prediksi_produksi;c4_pertumbuhan_produksi;nilai_topsis;ranking_topsis_global;ranking_topsis_per_komoditas;luas_panen;prediksi_produksi_2026;pertumbuhan_produksi_2026;
pangan;jagung;Jambi;2026;3;0,485152861;26738;2267,82;16182,33105;-39,47815448;0,002177363;480;23;108281,3633;313304,375;2,610043067;
pangan;jagung;Jawa Barat;2026;3;0,485152861;794815;87853,79667;718836,625;-9,559252782;0,055348176;53;7;124368,32;612847,25;-6,190053055;
pangan;jagung;Jawa Tengah;2026;4;0,485152861;2750971;412582,59;2035598;-26,00438173;0,188509983;17;2;8142,26;35047,57031;-8,105691517;
pangan;jagung;Jawa Timur;2026;4;0,485152861;4587516;752228,9633;4484361;-2,248602512;0,340565094;12;1;10091,45667;49131,42969;5,105208445;
pangan;jagung;Kalimantan Barat;2026;3;0,485152861;181842;22956,38;132812;-26,96296785;0,012344048;202;13;21030,94;126721,0469;-20,34781739;
pangan;jagung;Kalimantan Selatan;2026;3;0,485152861;159093;21030,94;126721,0469;-20,34781739;0,011143027;212;14;8148,196667;39998,76563;-8,832644334;
pangan;jagung;Kalimantan Tengah;2026;3;0,485152861;43874;8148,196667;39998,76563;-8,832644334;0,003711575;355;20;2408,04;6695,319336;-3,400384707;
pangan;jagung;Kalimantan Timur;2026;3;0,485152861;10292;1631,543333;8739,963867;-15,08002461;0,001570172;638;25;590,3333333;675,1774902;-48,2225851;
pangan;jagung;Kalimantan Utara;2026;3;0,485152861;5061;477,4833333;1162,577393;-77,02870198;0,001363932;856;28;192845,2833;1218011,875;-5,991924106;
pangan;jagung;Kepulauan Bangka Belitung;2026;3;0,485152861;3302;377,0833333;298,347229;-90,96465085;0,001341066;989;31;27241,06667;97970,88281;-9,591765965;
pangan;jagung;Kepulauan Riau;2026;3;0,485152861;24;3,356666667;-260,4663696;-1185,27654;0,00132327;1189;33;53285,64;367407,4063;-8,417172992;
pangan;jagung;Lampung;2026;3;0,485152861;1259482;176906,7733;1218976,5;-3,216044374;0,092399463;33;5;39710,12667;194884,9375;-7,425998014;
pangan;jagung;Maluku;2026;3;0,485152861;6931;2408,04;6695,319336;-3,400384707;0,001532158;654;26;513,7833333;302,105896;-92,99058246;
pangan;jagung;Maluku Utara;2026;3;0,485152861;4134;1363,843333;2475,307861;-40,12317704;0,001393122;797;27;5454,363333;26373,37891;10,7613242;
pangan;jagung;Nusa Tenggara Barat;2026;3;0,485152861;1175152;175292,6667;1156971,625;-1,547065826;0,087679719;35;6;0;365,9899292;0;
pangan;jagung;Nusa Tenggara Timur;2026;3;0,485152861;305335;108281,3633;313304,375;2,610043067;0,031150732;94;10;412582,59;2035598;-26,00438173;
pangan;jagung;Papua;2026;1;0,485152861;2415;757,3333333;677,6374512;-71,94047821;0,001345668;946;30;17911,53;62545,30078;14,12543023;
pangan;jagung;Papua Barat;2026;3;0,485152861;1304;590,3333333;675,1774902;-48,2225851;0,001337669;1010;32;83109,25667;544606,375;-1,054418524;
pangan;jagung;Riau;2026;3;0,485152861;4310;513,7833333;302,105896;-92,99058246;0,001350981;914;29;18402,89333;77524,21094;-6,473385285;
pangan;jagung;Sulawesi Barat;2026;3;0,485152861;23811;5454,363333;26373,37891;10,7613242;0,002536196;434;22;175292,6667;1156971,625;-1,547065826;
pangan;jagung;Sulawesi Selatan;2026;3;0,485152861;1295646;192845,2833;1218011,875;-5,991924106;0,095147553;30;4;9402,616667;52977,95703;-20,57754103;
pangan;jagung;Sulawesi Tengah;2026;3;0,485152861;82890;18402,89333;77524,21094;-6,473385285;0,006970395;269;16;477,4833333;1162,577393;-77,02870198;
pangan;jagung;Sulawesi Tenggara;2026;3;0,485152861;54804;17911,53;62545,30078;14,12543023;0,005728491;293;17;377,0833333;298,347229;-90,96465085;
pangan;jagung;Sulawesi Utara;2026;3;0,485152861;108365;27241,06667;97970,88281;-9,591765965;0,009331993;227;15;1631,543333;8739,963867;-15,08002461;
pangan;jagung;Sumatera Barat;2026;3;0,485152861;550410;83109,25667;544606,375;-1,054418524;0,04143522;71;9;87853,79667;718836,625;-9,559252782;
pangan;jagung;Sumatera Selatan;2026;3;0,485152861;401175;53285,64;367407,4063;-8,417172992;0,0288978;102;11;752228,9633;4484361;-2,248602512;
pangan;jagung;Sumatera Utara;2026;3;0,485152861;1279169;208433,7867;1278534,25;-0,049622059;0,097536749;28;3;2225,423333;13393,87988;-8,549229258;
Perkebunan;Jambu Mete;Aceh;2026;3;0,543238904;0;0;-947,8900146;0;0,001319779;1265;19;60;901,1258545;-5506,755127;
Perkebunan;Jambu Mete;Bali;2026;4;0,543238904;2207;8144,333333;1584,756836;-28,19407177;0,002172083;482;8;0;810,9185791;0;
Perkebunan;Jambu Mete;Banten;2026;3;0,543238904;0;0;-947,8900146;0;0,001319779;1265;19;3019,222222;2150,383545;99,35570565;
Perkebunan;Jambu Mete;Bengkulu;2026;2;0,543238904;0;0;-947,8900146;0;0,001319779;1265;19;6493,955556;5489,61377;402,5584775;
Perkebunan;Jambu Mete;Daerah Istimewa Yogyakarta;2026;3;0,543238904;495;6080,222222;1881,377319;280,0762261;0,001849967;545;10;24104,22222;8518,216797;-30,90349775;
Perkebunan;Jambu Mete;Daerah Khusus Ibukota Jakarta;2026;3;0,543238904;0;0;-947,8900146;0;0,001319779;1265;19;37399,55556;8624,28418;-15,97540745;
Perkebunan;Jambu Mete;Gorontalo;2026;3;0,543238904;197,6666667;2520,222222;2381,268555;1104,688982;0,001445552;719;12;0;947,8900146;0;
Perkebunan;Jambu Mete;Jambi;2026;2;0,543238904;0;0;-810,9185791;0;0,001320499;1240;16;0;947,8900146;0;
Perkebunan;Jambu Mete;Jawa Barat;2026;2;0,543238904;6,333333333;23;-985,8181152;-15665,54919;0,001314324;1301;22;133,3333333;882,0006714;0;
Perkebunan;Jambu Mete;Jawa Tengah;2026;1;0,543238904;12328;24104,22222;8518,216797;-30,90349775;0,005288868;300;6;0;947,8900146;0;
Perkebunan;Jambu Mete;Jawa Timur;2026;2;0,543238904;14698;29268,11111;15956,72852;8,56394418;0,006381179;284;5;6080,222222;1881,377319;280,0762261;
Perkebunan;Jambu Mete;Kalimantan Barat;2026;3;0,543238904;0;0;-947,8900146;0;0,001319779;1265;19;159546,2222;59081,62109;13,2142691;
Perkebunan;Jambu Mete;Kalimantan Selatan;2026;3;0,543238904;8,333333333;22;-901,1258545;-10913,51025;0,001316361;1295;21;106030,2889;39171,17578;13,2289441;
Perkebunan;Jambu Mete;Kalimantan Tengah;2026;4;0,543238904;3,333333333;104,4444444;-885,7592773;-26672,77832;0,001311328;1311;23;0;3622,887207;0;
Perkebunan;Jambu Mete;Kalimantan Timur;2026;3;0,543238904;0;0,166666667;-897,3672485;0;0,001320042;1260;18;0;947,8900146;0;
Perkebunan;Jambu Mete;Kalimantan Utara;2026;3;0,543238904;0;0;-947,8900146;0;0,001319779;1265;19;341,6666667;885,7592773;-380,0082015;
Perkebunan;Jambu Mete;Kepulauan Bangka Belitung;2026;3;0,543238904;0,093333333;94,77777778;-901,1258545;-965591,987;0,000995892;1336;25;0;163,5038452;0;
Perkebunan;Jambu Mete;Kepulauan Riau;2026;3;0,543238904;0;0;-947,8900146;0;0,001319779;1265;19;0;947,8900146;0;
Perkebunan;Jambu Mete;Lampung;2026;4;0,543238904;16,66666667;60;-901,1258545;-5506,755127;0,001318241;1286;20;12832;1114,042236;-44,72168857;
Perkebunan;Jambu Mete;Maluku;2026;4;0,543238904;1078,666667;3019,222222;2150,383545;99,35570565;0,001485756;688;11;29268,11111;15956,72852;8,56394418;
Perkebunan;Jambu Mete;Maluku Utara;2026;4;0,543238904;1092,333333;6493,955556;5489,61377;402,5584775;0,001941074;525;9;23;985,8181152;-15665,54919;
Perkebunan;Jambu Mete;Nusa Tenggara Barat;2026;4;0,543238904;10264;37399,55556;8624,28418;-15,97540745;0,00797794;248;3;0;947,8900146;0;
Perkebunan;Jambu Mete;Nusa Tenggara Timur;2026;2;0,543238904;52185,66667;159546,2222;59081,62109;13,2142691;0,033462081;88;1;0;947,8900146;0;
Perkebunan;Jambu Mete;Papua;2026;3;0,543238904;316,3333333;341,6666667;-885,7592773;-380,0082015;0,001322094;1214;15;0,166666667;897,3672485;0;
Perkebunan;Jambu Mete;Papua Barat;2026;3;0,543238904;0;0;-947,8900146;0;0,001319779;1265;19;0;947,8900146;0;
Perkebunan;Jambu Mete;Riau;2026;3;0,543238904;0;0;-947,8900146;0;0,001319779;1265;19;650,1111111;431,4242554;-611,5702633;
